,순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
955,997,004150,한솔홀딩스,"3,420",180,5.6,"725,715","2,443,338,560","3,250","3,565","3,250","143,669,333,340",0.01,"42,008,577",,,
956,998,090850,이지웰,"12,250",50,0.4,"51,487","625,207,650","12,100","12,300","12,000","143,241,442,750",0.01,"11,693,179",,,
957,999,004540,깨끗한나라,"3,840",-155,-3.9,"492,010","1,905,126,815","4,000","4,035","3,790","143,004,261,120",0.01,"37,240,693",,,
958,1000,304100,솔트룩스,"28,400",-300,-1.0,"204,316","5,902,623,050","29,050","29,750","28,000","142,895,026,000",0.01,"5,031,515",,,
959,1001,011320,유니크,"7,390",-20,-0.3,"376,805","2,815,319,840","7,430","7,580","7,360","142,779,936,050",0.01,"19,320,695",,,
960,1002,017900,광전자,"2,460",115,4.9,"21,110,272","56,214,593,365","2,570","2,930","2,340","142,541,656,980",0.01,"57,943,763",,,
961,1004,118000,우리들휴브레인,"3,385",65,2.0,"2,969,496","10,107,954,710","3,360","3,480","3,350","142,147,151,250",0.01,"41,993,250",,,
962,1005,001250,GS글로벌,"1,720",5,0.3,"197,543","339,597,045","1,715","1,735","1,690","141,958,074,080",0.01,"82,533,764",,,
963,1006,015890,태경산업,"4,855",85,1.8,"106,277","514,335,075","4,770","5,060","4,745","141,905,581,250",0.01,"29,228,750",,,
964,1007,020120,키다리스튜디오,"8,360",-120,-1.4,"279,278","2,324,654,130","8,480","8,640","8,100","141,779,463,760",0.01,"16,959,266",,,
965,1008,052330,코텍,"9,080",100,1.1,"59,641","539,250,790","9,000","9,120","8,970","141,416,932,160",0.01,"15,574,552",,,
966,1009,263800,데이타솔루션,"8,920",310,3.6,"1,790,874","15,864,610,570","8,660","9,070","8,530","141,012,533,600",0.01,"15,808,580",,,
967,1010,012030,DB,700,-5,-0.7,"674,016","473,183,885",706,710,698,"140,821,753,100",0.01,"201,173,933",,,
968,1011,159580,제로투세븐,"7,010",60,0.9,"37,969","265,549,280","6,950","7,070","6,920","140,428,778,360",0.01,"20,032,636",,,
969,1012,009270,신원,"1,645",20,1.2,"1,511,961","2,500,450,965","1,625","1,685","1,605","139,894,910,855",0.01,"85,042,499",,,
970,1013,019210,와이지-원,"4,570",-60,-1.3,"120,427","554,509,290","4,640","4,645","4,570","139,722,352,830",0.01,"30,573,819",,,
971,1014,068930,디지털대성,"6,150",-60,-1.0,"104,429","646,182,950","6,290","6,300","6,150","139,443,396,450",0.01,"22,673,723",,,
972,1015,109740,디에스케이,"6,850",-60,-0.9,"59,300","405,228,440","6,910","6,960","6,780","139,430,126,550",0.01,"20,354,763",,,
973,1016,206560,덱스터,"5,500",660,13.6,"9,429,385","53,660,305,220","5,350","6,100","5,150","139,414,748,000",0.01,"25,348,136",,,
974,1018,042420,네오위즈홀딩스,"15,700",150,1.0,"15,637","243,979,200","15,650","15,750","15,450","139,052,796,200",0.01,"8,856,866",,,
975,1019,005090,삼광글라스,"28,600",-150,-0.5,"3,721","106,365,650","28,850","28,850","28,400","138,836,354,800",0.01,"4,854,418",,,
976,1020,052420,오성첨단소재,"2,235",-40,-1.8,"2,746,665","6,312,500,650","2,260","2,355","2,220","138,494,512,875",0.01,"61,966,225",,,
977,1021,090360,로보스타,"14,150",0,0.0,"53,866","766,575,150","14,150","14,400","14,100","137,962,500,000",0.01,"9,750,000",,,
978,1022,065130,탑엔지니어링,"8,610",200,2.4,"345,451","2,968,402,950","8,530","8,710","8,480","137,555,572,770",0.01,"15,976,257",,,
979,1023,009190,대양금속,"4,650",40,0.9,"3,458,445","16,192,118,900","4,680","4,880","4,605","137,481,616,350",0.01,"29,565,939",,,
980,1024,002700,신일전자,"1,935",35,1.8,"6,043,912","11,739,077,470","1,905","1,970","1,905","137,476,953,135",0.01,"71,047,521",,,
981,1025,120030,조선선재,"109,000","-2,000",-1.8,"12,208","1,335,443,500","111,000","111,500","108,000","137,083,959,000",0.01,"1,257,651",,,
982,1026,093920,서원인텍,"7,370",-90,-1.2,"168,023","1,238,654,040","7,570","7,570","7,290","137,082,000,000",0.01,"18,600,000",,,
983,1027,160550,NEW,"4,910",-50,-1.0,"431,615","2,124,076,595","5,000","5,010","4,840","137,018,980,460",0.01,"27,906,106",,,
984,1028,078140,대봉엘에스,"12,350",150,1.2,"106,974","1,308,477,950","12,250","12,500","11,950","136,919,250,650",0.01,"11,086,579",,,
985,1029,950170,JTC,"3,910",-90,-2.2,"118,267","462,859,680","3,950","4,000","3,885","136,871,571,470",0.01,"35,005,517",,,
986,1030,011390,부산산업,"129,500","-1,000",-0.8,"20,449","2,680,174,500","129,000","134,000","128,000","136,752,000,000",0.01,"1,056,000",,,
987,1031,205100,엑셈,"4,030",-55,-1.4,"934,963","3,777,131,760","4,085","4,120","4,010","136,545,560,190",0.01,"33,882,273",,,
988,1032,284610,TS트릴리온,"3,625",0,0.0,0,0,0,0,0,"136,506,625,000",0.01,"37,657,000",,,
989,1033,297890,엘이티,"19,200","1,150",6.4,"156,603","2,917,373,200","18,200","19,300","17,950","136,501,440,000",0.01,"7,109,450",,,
990,1034,073560,우리손에프앤지,"1,970",-35,-1.8,"1,067,521","2,115,993,600","1,995","2,005","1,965","136,398,156,710",0.01,"69,237,643",,,
991,1035,058610,에스피지,"6,520",170,2.7,"173,385","1,131,024,400","6,410","6,650","6,410","136,117,877,000",0.01,"20,876,975",,,
992,1036,099750,이지케어텍,"21,250",-400,-1.8,"42,638","910,222,300","21,600","21,700","21,150","135,702,500,000",0.01,"6,386,000",,,
993,1037,143210,핸즈코퍼레이션,"6,200",20,0.3,"11,324","69,801,340","6,200","6,200","6,120","135,552,261,600",0.01,"21,863,268",,,
994,1038,008700,아남전자,"1,750",5,0.3,"647,773","1,135,207,930","1,755","1,770","1,740","134,968,435,000",0.01,"77,124,820",,,
995,1039,014970,삼륭물산,"8,920",170,1.9,"531,616","4,625,209,710","8,680","8,960","8,440","134,915,000,000",0.01,"15,125,000",,,
996,1040,120240,대정화금,"19,000",-550,-2.8,"555,811","10,982,975,050","19,600","20,600","18,850","134,907,429,000",0.01,"7,100,391",,,
997,1041,117580,대성에너지,"4,905",0,0.0,"21,453","105,088,705","4,910","4,920","4,885","134,887,500,000",0.01,"27,500,000",,,
998,1042,052790,액토즈소프트,"11,900",-250,-2.1,"130,949","1,579,717,650","12,150","12,350","11,850","134,834,592,200",0.01,"11,330,638",,,
999,1043,002900,동양물산,"1,070",-30,-2.7,"2,020,578","2,193,690,620","1,110","1,110","1,070","134,824,932,700",0.01,"126,004,610",,,
1000,1044,004840,DRB동일,"6,750",-50,-0.7,"42,758","286,235,950","6,800","6,820","6,580","134,527,500,000",0.01,"19,930,000",,,
1001,1046,100250,진양홀딩스,"2,405",5,0.2,"58,828","141,654,905","2,415","2,420","2,390","134,428,177,260",0.01,"55,895,292",,,
1002,1047,077970,STX엔진,"5,820",-80,-1.4,"34,774","202,809,520","5,780","5,980","5,730","133,911,821,280",0.01,"23,008,904",,,
1003,1048,014790,한라,"3,435",135,4.1,"1,359,858","4,656,124,670","3,315","3,645","3,315","133,535,425,770",0.01,"38,874,942",,,
1004,1049,238490,힘스,"11,800",200,1.7,"217,233","2,567,713,800","11,700","11,950","11,650","133,484,384,800",0.01,"11,312,236",,,
1005,1050,014470,부방,"2,220",-20,-0.9,"148,506","329,780,760","2,245","2,270","2,210","133,316,017,200",0.01,"60,052,260",,,
1006,1051,260930,씨티케이코스메틱스,"13,150",100,0.8,"1,952","25,642,600","13,350","13,350","13,050","133,106,285,650",0.01,"10,122,151",,,
1007,1052,003960,사조대림,"14,500",-200,-1.4,"44,279","649,597,100","15,100","15,100","14,350","132,884,771,500",0.01,"9,164,467",,,
1008,1053,060240,룽투코리아,"5,220",-40,-0.8,"3,074,206","16,955,771,710","5,280","5,790","5,130","132,740,862,480",0.01,"25,429,284",,,
1009,1054,053950,경남제약,"7,610",-50,-0.6,"148,250","1,137,138,280","7,700","7,820","7,600","132,737,934,870",0.01,"17,442,567",,,
1010,1055,027710,팜스토리,"1,190",-55,-4.4,"3,091,388","3,715,368,255","1,245","1,250","1,175","132,585,754,000",0.01,"111,416,600",,,
1011,1056,131030,디에이치피코리아,"8,000",50,0.6,"74,266","592,968,190","8,010","8,050","7,860","132,518,376,000",0.01,"16,564,797",,,
1012,1057,043370,평화정공,"6,310",20,0.3,"66,232","415,814,160","6,300","6,360","6,200","132,510,000,000",0.01,"21,000,000",,,
1013,1058,039570,HDC아이콘트롤스,"8,050",80,1.0,"27,756","224,462,980","7,890","8,210","7,860","132,503,000,000",0.01,"16,460,000",,,
1014,1059,005950,이수화학,"8,670",-120,-1.4,"113,273","987,425,730","8,800","8,900","8,650","132,460,260,000",0.01,"15,278,000",,,
1015,1060,002410,범양건영,"5,320",130,2.5,"1,226,240","6,391,639,560","5,210","5,330","5,090","132,106,144,240",0.01,"24,831,982",,,
1016,1061,089470,HDC현대EP,"4,135",50,1.2,"59,882","244,085,490","4,085","4,140","4,005","131,906,500,000",0.01,"31,900,000",,,
1017,1062,048870,시너지이노베이션,"2,020",5,0.2,"780,214","1,535,821,070","1,980","2,020","1,920","131,792,074,020",0.01,"65,243,601",,,
1018,1063,353810,이지바이오,"57,500","-1,300",-2.2,"76,761","4,500,707,700","58,900","60,300","57,400","131,486,860,000",0.01,"2,286,728",,,
1019,1064,290740,액트로,"13,050",250,2.0,"564,875","7,451,366,500","12,900","13,550","12,800","131,348,393,550",0.01,"10,065,011",,,
1020,1065,048430,유라테크,"11,400","-1,950",-14.6,"1,329,303","15,595,144,750","12,950","13,000","11,050","131,328,000,000",0.01,"11,520,000",,,
1021,1066,002450,삼익악기,"1,450",-15,-1.0,"371,323","538,038,770","1,475","1,475","1,440","131,269,826,750",0.01,"90,530,915",,,
1022,1067,110990,디아이티,"6,930",10,0.1,"64,667","455,035,850","6,920","7,160","6,890","130,977,000,000",0.01,"18,900,000",,,
1023,1068,148250,알엔투테크놀로지,"18,600",-200,-1.1,"241,323","4,517,682,250","18,800","19,150","18,350","130,894,096,200",0.01,"7,037,317",,,
1024,1069,004770,써니전자,"3,755",-45,-1.2,"1,531,293","5,823,605,165","3,800","3,870","3,755","130,843,016,305",0.01,"34,845,011",,,
1025,1070,002460,화성산업,"10,500",50,0.5,"104,100","1,106,757,050","10,450","10,850","10,400","130,733,400,000",0.01,"12,450,800",,,
1026,1071,277880,티에스아이,"14,100",-300,-2.1,"212,027","3,021,328,100","14,700","14,750","13,950","130,666,321,500",0.01,"9,267,115",,,
1027,1072,065170,넥스트BT,"1,970",-35,-1.8,"914,050","1,822,432,585","2,010","2,040","1,965","130,520,070,710",0.01,"66,253,843",,,
1028,1073,210540,디와이파워,"11,800",-100,-0.8,"336,541","3,990,054,450","12,000","12,350","11,550","130,292,154,400",0.01,"11,041,708",,,
1029,1075,041930,동아화성,"8,230",-90,-1.1,"746,843","6,175,613,780","8,450","8,480","8,110","130,034,000,000",0.01,"15,800,000",,,
1030,1076,206400,엔터메이트,"1,560",185,13.4,"5,454,673","8,192,615,675","1,405","1,595","1,385","129,970,799,400",0.01,"83,314,615",,,
1031,1077,000390,삼화페인트,"4,915",15,0.3,"32,297","159,461,665","4,905","4,975","4,900","129,946,461,165",0.01,"26,438,751",,,
1032,1078,187420,제노포커스,"5,950",-70,-1.2,"226,971","1,363,045,230","5,990","6,130","5,910","129,937,664,850",0.01,"21,838,263",,,
1033,1079,000910,유니온,"8,310",-790,-8.7,"7,396,107","60,657,228,360","8,680","8,690","7,860","129,732,553,890",0.01,"15,611,619",,,
1034,1080,039340,한국경제TV,"5,640",0,0.0,"53,358","301,960,880","5,640","5,730","5,600","129,720,000,000",0.01,"23,000,000",,,
1035,1081,003160,디아이,"4,115",-15,-0.4,"151,781","628,814,935","4,130","4,200","4,115","129,609,270,275",0.01,"31,496,785",,,
1036,1082,118990,모트렉스,"3,470",5,0.1,"362,074","1,253,716,915","3,450","3,495","3,435","129,557,762,570",0.01,"37,336,531",,,
1037,1083,066310,큐에스아이,"15,650",700,4.7,"146,760","2,374,439,850","15,750","16,800","15,250","129,554,299,500",0.01,"8,278,230",,,
1038,1084,001460,BYC,"207,000","1,000",0.5,"1,034","213,659,000","210,000","210,000","205,000","129,295,305,000",0.01,"624,615",,,
1039,1085,024090,디씨엠,"11,050",50,0.4,"4,404","48,782,300","11,150","11,200","10,950","129,285,000,000",0.01,"11,700,000",,,
1040,1086,140610,엔솔바이오사이언스,"15,000",-750,-4.8,"16,223","248,183,550","15,900","15,900","14,900","129,262,950,000",0.01,"8,617,530",,,
1041,1087,149950,아바텍,"8,260",140,1.7,"48,751","402,187,660","8,190","8,330","8,150","128,917,950,000",0.01,"15,607,500",,,
1042,1088,046140,SBS콘텐츠허브,"6,000",10,0.2,"91,186","546,807,730","6,000","6,080","5,950","128,781,330,000",0.01,"21,463,555",,,
1043,1090,011150,CJ씨푸드,"3,560",-10,-0.3,"516,817","1,858,906,055","3,565","3,655","3,550","127,913,551,880",0.01,"35,930,773",,,
1044,1091,190510,나무가,"18,600",600,3.3,"433,262","8,031,007,150","18,800","18,950","18,050","127,802,274,000",0.01,"6,871,090",,,
1045,1092,001550,조비,"24,600","-1,950",-7.3,"504,195","12,555,680,550","25,500","25,650","24,250","127,729,079,400",0.01,"5,192,239",,,
1046,1093,004060,SG세계물산,629,-16,-2.5,"2,280,655","1,450,635,415",646,647,628,"127,325,299,840",0.01,"202,424,960",,,
1047,1094,005740,크라운해태홀딩스,"8,570",50,0.6,"15,655","133,477,320","8,450","8,710","8,450","127,241,763,790",0.01,"14,847,347",,,
1048,1095,000520,삼일제약,"19,550",-150,-0.8,"96,873","1,886,082,950","19,900","20,150","18,800","127,075,000,000",0.01,"6,500,000",,,
1049,1096,009470,삼화전기,"19,200",700,3.8,"228,028","4,368,443,300","18,600","19,450","18,600","126,985,344,000",0.01,"6,613,820",,,
1050,1097,099220,SDN,"2,635",15,0.6,"714,719","1,881,872,415","2,625","2,670","2,610","126,950,911,390",0.01,"48,178,714",,,
1051,1098,036560,영풍정밀,"8,040",580,7.8,"890,225","6,985,394,180","7,670","8,080","7,500","126,630,000,000",0.01,"15,750,000",,,
1052,1099,038460,바이오스마트,"6,290",60,1.0,"256,349","1,596,224,240","6,250","6,340","6,150","126,352,262,000",0.01,"20,087,800",,,
1053,1101,241770,메카로,"12,450",0,0.0,"44,577","557,799,750","12,500","12,750","12,300","125,772,888,000",0.01,"10,102,240",,,
1054,1102,004250,NPC,"3,425",-25,-0.7,"21,762","74,973,735","3,490","3,490","3,420","125,766,000,000",0.01,"36,720,000",,,
1055,1103,253590,네오셈,"3,330",0,0.0,"1,516,309","4,988,278,770","3,300","3,405","3,175","124,996,172,040",0.01,"37,536,388",,,
1056,1104,200470,에이팩트,"7,120",30,0.4,"443,848","3,205,187,270","7,090","7,380","7,090","124,982,201,600",0.01,"17,553,680",,,
1057,1105,086080,다이노나,"5,370",120,2.3,"19,103","102,676,480","5,560","5,560","5,320","124,934,977,830",0.01,"23,265,359",,,
1058,1106,035620,바른손이앤에이,"1,700",15,0.9,"10,181,665","18,415,998,485","1,805","1,920","1,690","124,904,955,100",0.01,"73,473,503",,,
1059,1107,008970,동양철관,"1,050",5,0.5,"1,219,363","1,270,938,310","1,040","1,055","1,030","124,829,554,500",0.01,"118,885,290",,,
1060,1108,014570,고려제약,"11,300",100,0.9,"554,718","6,183,362,200","11,400","11,500","10,750","124,300,000,000",0.01,"11,000,000",,,
1061,1109,000320,노루홀딩스,"9,350",20,0.2,"4,397","41,120,570","9,330","9,400","9,290","124,272,261,850",0.01,"13,291,151",,,
1062,1110,008040,사조동아원,880,7,0.8,"378,874","332,942,184",873,886,871,"124,207,248,000",0.01,"141,144,600",,,
1063,1111,052670,제일바이오,"8,280",80,1.0,"1,430,879","11,676,883,330","8,210","8,370","7,980","124,200,000,000",0.01,"15,000,000",,,
1064,1112,007210,벽산,"1,810",-40,-2.2,"494,888","901,471,290","1,875","1,875","1,795","124,093,600,000",0.01,"68,560,000",,,
1065,1113,227950,마이크로텍,"3,110",95,3.2,"449,134","1,388,045,700","3,000","3,195","2,950","124,077,589,410",0.01,"39,896,331",,,
1066,1114,003460,유화증권,"2,180",-10,-0.5,"5,113","11,121,565","2,190","2,190","2,170","123,611,264,700",0.01,"56,702,415",,,
1067,1115,041460,한국전자인증,"5,750",-140,-2.4,"390,808","2,269,607,420","5,920","5,940","5,700","123,390,681,750",0.01,"21,459,249",,,
1068,1116,158430,아톤,"28,300",-650,-2.2,"105,369","2,997,777,700","29,250","29,250","27,900","123,206,229,100",0.01,"4,353,577",,,
1069,1117,080000,에스엔유,"3,585",-15,-0.4,"160,577","575,861,680","3,605","3,670","3,525","123,047,488,950",0.01,"34,322,870",,,
1070,1118,068940,아이씨케이,"3,935",245,6.6,"2,238,572","8,836,932,955","3,760","4,080","3,720","122,692,206,070",0.01,"31,179,722",,,
1071,1119,023600,삼보판지,"7,580",-20,-0.3,"127,465","963,832,250","7,650","7,670","7,490","122,568,600,000",0.01,"16,170,000",,,
1072,1120,051360,토비스,"7,330",70,1.0,"136,271","1,002,885,140","7,490","7,490","7,270","122,536,035,140",0.01,"16,717,058",,,
1073,1121,073570,WI,"1,670",-20,-1.2,"981,120","1,621,156,170","1,710","1,710","1,630","121,733,248,870",0.01,"72,894,161",,,
1074,1122,035150,백산,"5,030",-10,-0.2,"137,556","693,253,760","5,090","5,090","5,020","121,726,000,000",0.01,"24,200,000",,,
1075,1123,217600,켐온,"1,905",-80,-4.0,"55,171,846","119,148,073,355","2,025","2,390","1,815","121,655,852,700",0.01,"63,861,340",,,
1076,1124,072870,메가스터디,"10,200",0,0.0,"37,945","386,064,750","10,200","10,250","10,100","121,593,781,800",0.01,"11,920,959",,,
1077,1125,054220,비츠로시스,"3,875",0,0.0,0,0,0,0,0,"121,326,164,750",0.01,"31,309,978",,,
1078,1126,241690,유니테크노,"10,150",-50,-0.5,"37,058","374,594,500","10,150","10,300","10,000","121,064,328,000",0.01,"11,927,520",,,
1079,1127,211270,AP위성,"8,050",370,4.8,"490,005","4,087,465,320","7,800","8,900","7,650","120,869,172,200",0.01,"15,014,804",,,
1080,1128,078000,텔코웨어,"12,450",-150,-1.2,"27,619","343,674,800","12,500","12,700","12,350","120,798,689,700",0.01,"9,702,706",,,
1081,1129,027740,마니커,762,-26,-3.3,"7,128,129","5,453,127,631",785,785,755,"120,756,116,628",0.01,"158,472,594",,,
1082,1130,033130,디지틀조선,"3,250",-40,-1.2,"1,882,136","6,181,156,545","3,280","3,360","3,220","120,624,617,750",0.01,"37,115,267",,,
1083,1131,091580,상신이디피,"9,520",560,6.2,"2,495,349","24,375,307,380","9,150","10,400","9,060","120,571,276,000",0.01,"12,665,050",,,
1084,1132,141000,비아트론,"9,950",80,0.8,"128,367","1,284,837,450","9,980","10,200","9,880","120,541,364,500",0.01,"12,114,710",,,
1085,1133,312610,에이에프더블류,"11,900",-100,-0.8,"67,254","813,448,900","12,150","12,350","11,900","120,528,483,600",0.01,"10,128,444",,,
1086,1134,004650,창해에탄올,"13,100",-100,-0.8,"93,891","1,232,468,800","13,250","13,300","13,050","120,400,593,500",0.01,"9,190,885",,,
1087,1135,042040,케이피엠테크,"1,120",20,1.8,"71,490,370","88,927,022,170","1,190","1,390","1,115","120,125,696,320",0.01,"107,255,086",,,
1088,1136,124500,아이티센,"6,030",-70,-1.2,"693,067","4,227,430,630","6,200","6,270","5,970","120,041,217,990",0.01,"19,907,333",,,
1089,1137,000180,성창기업지주,"1,720",45,2.7,"213,235","361,875,290","1,680","1,720","1,675","119,972,752,000",0.01,"69,751,600",,,
1090,1138,137950,제이씨케미칼,"5,380",-20,-0.4,"273,374","1,483,053,610","5,390","5,510","5,360","119,800,839,320",0.01,"22,267,814",,,
1091,1139,033310,디케이디앤아이,"5,450",10,0.2,"245,260","1,365,736,140","5,500","5,730","5,440","119,749,639,950",0.01,"21,972,411",,,
1092,1140,083930,아바코,"7,460",-40,-0.5,"321,707","2,394,713,870","7,450","7,620","7,230","119,333,927,300",0.01,"15,996,505",,,
1093,1141,007330,푸른저축은행,"7,900",60,0.8,"17,640","139,038,600","7,840","7,940","7,820","119,154,120,000",0.01,"15,082,800",,,
1094,1142,065060,지엔코,"1,215",-10,-0.8,"655,846","799,086,835","1,230","1,240","1,205","119,079,773,460",0.01,"98,008,044",,,
1095,1143,009460,한창제지,"1,995",-5,-0.2,"649,641","1,298,986,485","2,005","2,020","1,985","119,036,634,570",0.01,"59,667,486",,,
1096,1144,152550,한국ANKOR유전,"1,700",-15,-0.9,"10,260","17,563,685","1,720","1,720","1,700","119,034,000,000",0.01,"70,020,000",,,
1097,1145,014990,인디에프,"2,015",5,0.2,"562,094","1,132,195,470","2,020","2,045","1,980","118,749,984,925",0.01,"58,932,995",,,
1098,1146,242040,나무기술,"3,680",220,6.4,"6,754,973","25,473,108,425","3,460","3,965","3,460","118,295,314,880",0.01,"32,145,466",,,
1099,1147,019550,SBI인베스트먼트,727,-11,-1.5,"3,168,540","2,328,760,889",738,761,692,"117,822,400,025",0.01,"162,066,575",,,
1100,1148,100840,S&TC,"15,650",-150,-1.0,"11,603","182,341,550","15,850","15,900","15,500","117,480,027,150",0.01,"7,506,711",,,
1101,1149,220260,켐트로스,"4,450",-45,-1.0,"1,843,643","8,380,743,755","4,520","4,665","4,440","117,137,603,650",0.01,"26,323,057",,,
1102,1150,042510,라온시큐어,"3,670",30,0.8,"1,195,144","4,466,566,090","3,625","3,855","3,625","116,741,276,040",0.01,"31,809,612",,,
1103,1151,003830,대한화섬,"87,900",800,0.9,889,"78,082,700","87,500","88,300","87,300","116,731,200,000",0.01,"1,328,000",,,
1104,1152,018310,삼목에스폼,"7,940",-10,-0.1,"12,126","95,844,810","7,950","8,000","7,870","116,718,000,000",0.01,"14,700,000",,,
1105,1153,148140,비디아이,"6,910",-720,-9.4,"3,888,653","27,276,363,420","7,630","7,670","6,540","116,645,125,660",0.01,"16,880,626",,,
1106,1154,131400,액트,"5,090",-110,-2.1,"474,758","2,418,060,455","5,100","5,250","4,980","116,515,419,050",0.01,"22,891,045",,,
1107,1155,023450,동남합성,"32,250",-100,-0.3,"1,934","62,091,300","31,950","32,250","31,950","116,422,500,000",0.01,"3,610,000",,,
1108,1156,064240,홈캐스트,"3,505",50,1.4,"152,486","533,957,245","3,425","3,565","3,415","115,997,119,780",0.01,"33,094,756",,,
1109,1157,122640,예스티,"8,030",450,5.9,"301,820","2,347,948,310","7,740","8,100","7,550","115,801,826,470",0.01,"14,421,149",,,
1110,1158,033320,제이씨현시스템,"6,050",190,3.2,"5,430,463","34,371,436,170","5,990","6,570","5,950","115,642,313,600",0.01,"19,114,432",,,
1111,1159,009300,삼아제약,"18,150",-200,-1.1,"53,964","980,381,550","18,500","18,750","17,750","115,615,500,000",0.01,"6,370,000",,,
1112,1160,057030,YBM넷,"7,080",-30,-0.4,"425,016","3,033,549,120","7,200","7,250","7,050","115,493,894,760",0.01,"16,312,697",,,
1113,1161,064800,젬백스링크,"1,495",0,0.0,"12,359,906","19,354,993,695","1,580","1,620","1,495","115,441,632,085",0.01,"77,218,483",,,
1114,1162,089890,코세스,"6,840",50,0.7,"163,390","1,118,599,790","6,960","6,970","6,730","115,267,420,080",0.01,"16,851,962",,,
1115,1163,005990,매일홀딩스,"8,400",-60,-0.7,"17,367","146,480,500","8,450","8,500","8,400","115,233,753,600",0.01,"13,718,304",,,
1116,1164,096630,에스코넥,"1,765",5,0.3,"11,630,703","21,756,822,220","1,870","1,965","1,760","115,194,002,860",0.01,"65,265,724",,,
1117,1165,134380,미원화학,"52,300",-200,-0.4,426,"22,350,600","52,400","52,600","52,200","115,021,716,400",0.01,"2,199,268",,,
1118,1166,036670,KCI,"10,200",50,0.5,"33,702","344,069,600","10,300","10,300","10,100","114,954,000,000",0.01,"11,270,000",,,
1119,1167,014160,대영포장,"1,060",5,0.5,"758,199","806,288,790","1,065","1,070","1,055","114,898,221,940",0.01,"108,394,549",,,
1120,1169,066620,국보디자인,"15,300",-100,-0.6,"7,779","119,477,150","15,400","15,650","15,250","114,750,000,000",0.01,"7,500,000",,,
1121,1170,179290,엠아이텍,"3,770",-5,-0.1,"90,129","342,440,275","3,830","3,855","3,770","114,696,813,660",0.01,"30,423,558",,,
1122,1171,038390,레드캡투어,"13,350","1,000",8.1,"53,082","690,908,950","12,500","13,450","12,400","114,669,558,000",0.01,"8,589,480",,,
1123,1172,104460,디와이피엔에프,"10,700",-100,-0.9,"109,983","1,162,591,000","10,800","10,900","10,200","114,635,787,500",0.01,"10,713,625",,,
1124,1173,091810,티웨이항공,"2,430",65,2.8,"2,232,029","5,845,268,730","2,395","2,955","2,340","114,148,793,160",0.01,"46,974,812",,,
1125,1174,078860,아이오케이,"2,245",50,2.3,"1,558,311","3,604,516,595","2,250","2,450","2,200","113,934,966,790",0.01,"50,750,542",,,
1126,1175,005320,국동,"2,990",165,5.8,"2,307,780","6,721,778,965","2,810","3,070","2,780","113,698,080,860",0.01,"38,026,114",,,
1127,1176,004560,현대비앤지스틸,"7,540",-10,-0.1,"60,126","457,464,830","7,760","7,760","7,540","113,694,234,940",0.01,"15,078,811",,,
1128,1177,055490,테이팩스,"24,050",100,0.4,"22,747","546,650,000","24,050","24,400","23,800","113,459,482,500",0.01,"4,717,650",,,
1129,1179,010820,퍼스텍,"2,355",-15,-0.6,"859,480","2,021,620,625","2,370","2,395","2,320","113,184,738,300",0.01,"48,061,460",,,
1130,1180,060230,이그잭스,"1,510",10,0.7,"582,763","891,270,415","1,540","1,565","1,490","113,089,209,160",0.01,"74,893,516",,,
1131,1181,259630,엠플러스,"21,800",400,1.9,"92,358","2,014,182,000","21,750","22,150","21,400","113,004,943,400",0.01,"5,183,713",,,
1132,1182,251630,브이원텍,"7,500",110,1.5,"78,197","587,141,860","7,390","7,640","7,390","112,879,350,000",0.01,"15,050,580",,,
1133,1183,060310,3S,"2,515",15,0.6,"122,603","308,012,705","2,500","2,600","2,480","112,678,315,165",0.01,"44,802,511",,,
1134,1184,002760,보락,"1,880",-5,-0.3,"469,534","883,785,870","1,895","1,905","1,865","112,612,000,000",0.01,"59,900,000",,,
1135,1185,092870,엑시콘,"12,000",350,3.0,"184,704","2,186,695,200","11,900","12,000","11,550","112,564,716,000",0.01,"9,380,393",,,
1136,1186,012800,대창,"1,235",30,2.5,"5,399,636","6,715,277,200","1,220","1,280","1,210","112,558,516,265",0.01,"91,140,499",,,
1137,1187,000890,보해양조,882,-15,-1.7,"2,423,285","2,153,544,723",897,900,882,"112,410,346,986",0.01,"127,449,373",,,
1138,1188,060560,홈센타홀딩스,"1,320",-75,-5.4,"611,135","815,047,340","1,395","1,400","1,310","112,349,182,440",0.01,"85,113,017",,,
1139,1189,900250,크리스탈신소재,"1,650",-20,-1.2,"998,940","1,669,501,920","1,700","1,705","1,640","111,843,355,800",0.01,"67,783,852",,,
1140,1190,086960,한컴MDS,"12,650",0,0.0,"46,377","593,470,650","12,800","13,050","12,600","111,681,891,200",0.01,"8,828,608",,,
1141,1191,040300,YTN,"2,655",-50,-1.8,"361,237","972,140,445","2,715","2,810","2,620","111,510,000,000",0.01,"42,000,000",,,
1142,1192,318010,팜스빌,"14,050",0,0.0,"35,743","500,231,950","14,200","14,200","13,850","111,407,198,900",0.01,"7,929,338",,,
1143,1193,038880,아이에이,461,-3,-0.6,"779,489","362,256,062",461,477,461,"111,293,366,541",0.01,"241,417,281",,,
1144,1194,011810,STX,"5,630",-50,-0.9,"35,992","202,379,280","5,880","5,880","5,560","111,062,458,260",0.01,"19,726,902",,,
